Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30,2,201,1,5,3,5,4,0,84,3,1,6,1,0,3204,10415,5,0,14,3,4,1,8,3,3,3,2,2,2,0
30,2,1427,1,2,1,3,2,1,35,2,1,2,4,2,2720,11162,0,0,13,3,4,0,6,3,3,5,3,1,2,0
19,2,1181,1,3,1,3,2,0,79,3,1,2,2,2,1483,16102,1,0,14,3,4,0,1,3,3,1,0,0,0,0
35,2,662,2,1,5,2,3,1,94,3,3,7,2,1,7295,11439,1,0,13,3,1,2,10,3,3,10,8,0,6,0
32,1,967,2,8,3,2,2,0,43,3,3,7,4,2,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,0
29,0,1496,1,1,1,5,4,1,41,3,2,4,3,1,4319,26283,1,0,13,3,1,1,10,1,3,10,7,0,9,0
51,2,1169,1,7,4,3,2,1,34,2,2,4,3,1,6132,13983,2,0,17,3,3,0,10,2,3,1,0,0,0,0
40,2,630,2,4,4,2,3,1,67,2,3,7,4,1,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11,0
34,1,303,2,2,4,2,3,0,75,3,1,8,3,1,2231,11314,6,0,18,3,4,1,6,3,3,4,3,1,2,0
27,0,691,1,9,3,3,4,1,57,3,1,6,2,0,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2,0
28,2,440,1,21,3,3,3,1,42,3,1,6,4,1,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2,0
57,2,334,1,24,2,1,3,1,83,4,3,0,4,0,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4,0
27,0,1450,1,3,3,3,3,1,79,2,1,6,3,0,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1,0
41,2,465,1,14,3,1,1,1,56,3,1,6,3,0,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8,0
30,2,1339,2,5,3,1,2,0,41,3,3,7,4,1,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4,0
27,2,1157,1,17,3,5,3,1,51,3,1,6,2,1,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1,0
36,1,1480,1,3,2,3,4,1,30,3,1,2,2,2,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2,0
30,0,111,1,9,3,3,3,1,66,3,2,2,1,0,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10,0
45,2,1268,2,4,2,1,3,0,30,3,2,7,1,0,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3,0
56,2,713,1,8,3,1,3,0,67,3,1,6,1,0,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2,0
33,2,134,1,2,3,1,3,1,90,3,1,6,4,2,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2,0
38,2,1380,1,9,2,1,3,0,75,3,1,2,4,2,2288,6319,1,0,12,3,3,0,2,3,3,2,2,2,1,0
34,2,629,1,27,2,3,4,0,95,3,1,6,2,2,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,0
50,2,328,1,1,3,3,3,1,86,2,1,2,3,1,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2,0
53,2,1084,1,13,2,3,4,0,57,4,2,4,1,0,4450,26250,1,0,11,3,3,2,5,3,3,4,2,1,3,0
34,1,1069,1,2,1,1,4,1,45,2,2,4,3,1,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9,0
27,2,894,1,9,3,3,4,0,99,3,1,6,2,2,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3,0
35,2,556,1,23,2,1,2,1,50,2,2,4,3,1,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1,1
37,2,290,1,21,3,1,2,1,65,4,1,6,1,1,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7,0
38,2,1084,1,29,3,5,4,1,54,3,2,4,4,1,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7,0
27,1,472,1,1,1,5,3,1,60,2,2,4,1,1,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0,0
34,1,878,1,10,4,3,4,1,43,3,1,6,3,0,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0,0
40,2,905,1,19,2,3,3,1,99,3,2,2,4,1,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,0
38,2,1180,1,29,1,3,2,1,70,3,2,0,1,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,1
22,2,1136,1,5,3,1,4,1,60,4,1,6,2,0,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,0
36,1,635,1,18,1,3,2,0,73,3,1,2,4,2,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,0
46,2,644,1,1,4,3,4,1,97,3,3,0,1,0,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,0
27,1,1242,2,20,3,1,4,0,90,3,2,7,3,2,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,0
41,2,896,2,6,3,1,4,0,75,3,3,3,4,2,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0,0
29,2,992,1,1,3,5,3,1,85,3,1,6,3,2,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5,1
54,2,1147,2,3,3,2,4,0,52,3,2,7,1,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,0
36,2,1396,1,5,2,1,4,1,62,3,2,2,2,2,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,0
31,0,979,1,1,4,3,3,1,90,1,2,4,3,1,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,0
37,1,319,2,4,4,2,1,1,41,3,1,8,4,0,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,0
35,1,944,2,1,3,2,3,0,92,3,3,7,3,2,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,0
29,2,896,1,18,1,3,3,1,86,2,1,6,4,2,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1,1
52,2,1323,1,2,3,1,3,0,89,2,1,2,4,2,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,0
59,2,818,0,6,2,3,2,1,52,3,1,1,3,1,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,0
33,2,813,1,14,3,3,3,1,58,3,1,2,4,1,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,1
32,2,515,1,1,3,1,4,1,62,2,1,2,3,2,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,1
32,0,976,2,26,4,2,3,1,100,3,2,7,4,1,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2,0
41,2,1411,1,19,2,1,3,1,36,3,2,6,1,0,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,0
40,2,1300,1,24,2,5,1,1,62,3,2,6,4,0,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,0
33,2,832,1,5,4,1,3,0,63,2,1,6,4,1,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2,0
34,2,470,1,2,4,1,4,1,84,2,2,4,1,1,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9,0
37,2,1017,1,1,2,3,3,0,83,2,1,6,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,0
45,1,1199,1,7,4,1,1,1,77,4,2,4,3,1,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,0
29,2,665,1,15,3,1,3,1,60,3,1,6,4,2,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,0
42,2,916,1,17,2,1,4,0,82,4,2,6,1,2,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,0
29,2,1247,2,20,2,2,4,1,45,3,2,7,4,0,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,0
25,2,685,1,1,3,1,1,0,62,3,2,4,3,1,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2,0
42,2,269,1,2,3,3,4,0,56,2,1,2,1,0,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,0
31,1,307,1,29,2,3,3,1,71,2,1,2,2,2,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,1
29,2,1210,2,2,3,3,1,1,78,2,2,7,2,1,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,0
25,0,675,1,5,2,1,2,1,85,4,2,0,1,0,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,0
21,2,996,1,3,2,3,4,1,100,2,1,6,3,2,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,0
37,0,728,1,1,4,3,1,0,80,3,3,5,4,0,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,0
29,1,442,2,2,2,1,2,1,44,3,2,7,4,2,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9,0
55,2,147,1,20,2,5,2,1,37,3,2,2,4,1,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,0
26,1,496,1,11,2,3,1,1,60,3,2,0,1,1,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,0
37,2,1372,1,1,3,1,4,0,42,3,1,6,4,2,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7,0
26,2,1449,1,16,4,3,1,1,45,3,1,2,2,0,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,1
36,2,506,1,3,3,5,3,1,30,3,2,6,2,2,4485,26285,4,0,12,3,4,0,10,2,3,8,0,7,7,0
18,2,230,1,3,3,1,3,1,54,3,1,2,3,2,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,1
35,2,1232,2,16,3,2,3,1,96,3,3,7,2,1,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,0
36,1,566,1,18,4,1,3,1,81,4,1,2,4,1,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,0
51,2,1302,1,2,3,3,4,1,84,1,2,4,2,0,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,0
18,2,812,2,10,3,3,4,0,69,2,1,8,3,2,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,0
28,2,1476,1,16,2,3,2,1,68,4,2,0,1,2,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,0
31,2,218,2,7,3,5,2,1,100,4,2,7,4,1,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,0
36,0,1105,1,24,4,1,2,0,47,3,2,2,2,1,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,0
32,2,906,2,7,3,1,4,1,91,2,2,7,3,1,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,0
38,2,849,1,25,2,1,1,0,81,2,3,5,2,1,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,0
58,0,390,1,1,4,1,4,1,32,1,2,0,3,0,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,0
31,2,691,1,5,4,5,3,1,86,3,1,6,4,1,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,0
31,2,106,0,2,3,0,1,1,62,2,2,1,1,1,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,0
31,2,192,1,2,4,1,3,1,32,3,1,6,4,0,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,0
49,2,1091,1,1,2,5,3,0,90,2,4,0,3,2,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,0
52,2,723,1,8,4,3,3,1,85,2,2,6,2,1,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,1
27,2,1220,1,5,3,1,3,0,85,3,1,6,2,2,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,0
27,2,1377,2,2,3,1,4,1,74,3,2,7,3,2,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,0
28,2,1157,1,2,4,3,1,1,84,1,1,6,4,1,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,1
30,2,1275,1,28,2,3,4,0,64,3,2,6,4,1,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,0
39,2,1162,2,3,2,3,4,0,41,3,2,7,3,1,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0,1
43,1,559,1,10,4,1,3,0,82,2,2,2,3,0,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,0
54,1,928,1,20,4,1,4,0,31,3,2,6,3,2,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,0
43,2,1001,1,7,3,1,3,0,43,3,3,0,1,1,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,0
29,2,318,1,8,4,4,2,1,77,1,1,2,1,1,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,1
29,2,738,1,9,5,4,2,1,30,2,1,2,4,2,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,0
27,2,1130,2,8,4,2,2,0,56,3,2,7,2,1,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,0
37,2,1192,1,5,2,3,4,1,61,3,2,4,4,0,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,0
38,2,343,1,15,2,1,3,1,92,2,3,5,4,0,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,0
31,2,1232,1,7,4,3,3,0,39,3,3,4,4,2,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,0
29,2,144,2,10,1,2,4,0,39,2,2,7,2,0,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,0
23,2,1309,1,26,1,1,3,1,83,3,1,6,4,0,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2,0
41,2,483,1,6,3,3,4,1,95,2,2,4,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,0
47,1,1309,2,4,1,3,2,1,99,3,2,8,3,2,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,0
42,2,810,1,23,5,1,1,0,44,3,4,5,4,2,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,0
29,0,746,2,2,3,1,4,1,61,3,2,7,3,1,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,0
32,2,1062,1,2,3,3,3,0,75,3,1,2,2,1,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,0
37,2,1319,1,6,3,3,3,1,51,4,2,6,1,0,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,0
30,0,641,2,25,2,5,4,0,85,3,2,7,3,1,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,0
26,2,933,2,1,3,1,3,1,57,3,2,7,3,1,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,0
21,1,756,2,1,1,5,1,0,99,2,1,8,2,2,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,1
36,1,541,2,3,4,3,1,1,48,2,3,7,4,1,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,0
57,2,593,1,1,4,3,4,1,88,3,2,0,3,1,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,0
40,2,1171,1,10,4,1,4,0,46,4,1,2,3,1,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,0
33,2,350,2,5,3,2,4,0,34,3,1,8,3,2,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,1
46,0,1144,1,7,4,3,3,0,30,3,2,4,3,1,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,0
50,2,1046,1,10,3,5,4,1,100,2,3,0,4,2,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,0
27,2,1469,1,1,2,3,4,1,82,3,1,2,2,0,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,0
28,2,304,2,9,4,1,2,1,92,3,2,7,4,2,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,0
51,2,1178,2,14,2,1,3,0,87,3,2,7,4,1,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0
36,2,329,1,2,3,1,4,0,96,3,1,6,3,1,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,0
34,0,1362,2,19,3,2,1,1,67,4,2,7,4,2,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,1
24,2,1371,2,10,4,2,4,0,77,3,2,7,3,0,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,0
30,2,202,2,2,1,5,3,1,72,3,1,8,2,1,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,0
22,2,253,1,11,3,3,1,0,43,3,1,6,2,1,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,0
37,2,1305,1,10,4,1,3,1,49,3,2,4,2,2,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,0
43,2,1473,1,8,4,4,3,0,74,3,2,0,3,0,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,0
25,2,891,2,4,2,1,2,0,99,2,2,7,4,2,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,0
31,2,329,1,1,2,1,4,1,98,2,1,2,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,0
41,2,645,2,1,3,2,2,1,49,4,3,7,1,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,0
28,2,1300,1,17,2,3,3,1,79,3,2,2,1,0,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,0
52,2,319,1,3,3,3,4,1,39,2,3,4,3,1,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,0
42,1,532,1,29,2,1,1,0,92,3,2,6,3,0,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,0
24,2,1448,2,1,1,5,1,0,62,3,1,8,2,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,1
34,1,296,2,6,2,2,4,0,33,1,1,8,3,0,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,1
30,0,1400,1,3,3,1,3,1,53,3,1,2,4,1,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,0
29,2,986,1,3,4,3,2,1,93,2,3,5,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,0
